Date,AUDUSD=X_Open,CADUSD=X_Open,Oil_Open,EURUSD=X_Open,GBPUSD=X_Open,Gold_Open,JPY=X_Open,5Y Yield_Open,^GSPC_Open,10Y Yield_Open,^VIX_Open,AUDUSD=X_High,CADUSD=X_High,Oil_High,EURUSD=X_High,GBPUSD=X_High,Gold_High,JPY=X_High,5Y Yield_High,^GSPC_High,10Y Yield_High,^VIX_High,AUDUSD=X_Low,CADUSD=X_Low,Oil_Low,EURUSD=X_Low,GBPUSD=X_Low,Gold_Low,JPY=X_Low,5Y Yield_Low,^GSPC_Low,10Y Yield_Low,^VIX_Low,AUDUSD=X_Close,CADUSD=X_Close,Oil_Close,EURUSD=X_Close,GBPUSD=X_Close,Gold_Close,JPY=X_Close,5Y Yield_Close,^GSPC_Close,10Y Yield_Close,^VIX_Close
31 05 2006,0.761904776,0.909918129,71.94999695,1.286603928,1.881786227,651,112.1449966,4.96999979,1259.380005,5.072000027,18.09000015,0.764701366,0.914829433,72.16000366,1.29000628,1.885404944,658.5,112.6600037,5.047999859,1270.089966,5.125,18.09000015,0.751597166,0.906536162,70.05000305,1.28090167,1.869089007,638,111.5500031,4.960999966,1259.380005,5.058000088,16.40999985,0.752785325,0.908347666,71.29000092,1.281607628,1.871607661,642.5,112.5299988,5.03000021,1270.089966,5.112999916,16.44000053
1 06 2006,0.752671957,0.908347666,71.26000214,1.281607628,1.871502638,642.7999878,112.5500031,5.050000191,1270.050049,5.137000084,16.46999931,0.753125429,0.909090877,71.90000153,1.282199144,1.871607661,645.0999756,113.3300018,5.063000202,1285.709961,5.143000126,16.55999947,0.744712532,0.901144505,70,1.272799015,1.857493162,620,112.3700027,5.015999794,1269.189941,5.092000008,14.47999954,0.747887194,0.90702951,70.33999634,1.281098723,1.866402745,627.5999756,112.4800034,5.025000095,1285.709961,5.107999802,14.52000046
2 06 2006,0.747663558,0.90744102,70.25,1.281197071,1.866193891,628,112.4700012,5.015999794,1285.709961,5.09800005,14.17000008,0.752502084,0.911078751,72.69999695,1.29379499,1.886009693,637.5,112.9100037,5.019999981,1290.680054,5.102000237,14.97000027,0.745378673,0.904813588,70.06999969,1.280049086,1.86198926,622.5999756,111.3399963,4.897999763,1280.219971,4.989999771,13.92000008,0.751089036,0.90818274,72.33000183,1.291805983,1.882211208,635.5,111.7300034,4.897999763,1288.219971,4.993999958,14.31999969
5 06 2006,0.750581741,0.906782746,72.94999695,1.29250741,1.883487582,635.5,111.6299973,4.902999878,1288.160034,4.998000145,14.97000027,0.754375339,0.911078751,73.84999847,1.297656417,1.887682915,645,112.3399963,4.946000099,1288.160034,5.026000023,17.13999939,0.747328341,0.902608514,72.09999847,1.29000628,1.871502638,635.5,111.5,4.894000053,1264.660034,4.987999916,14.97000027,0.748278916,0.904649913,72.59999847,1.290106177,1.871397614,643.2000122,112.3399963,4.945000172,1265.290039,5.026000023,16.64999962
6 06 2006,0.748222947,0.904649913,72.63999939,1.29000628,1.871117473,643.4000244,112.3499985,4.964000225,1265.22998,5.035999775,16.71999931,0.748615026,0.904813588,72.90000153,1.293192625,1.876912117,643.4000244,113.5100021,4.977000237,1269.880005,5.047999859,18.55999947,0.739644945,0.89517498,71.34999847,1.281098723,1.859496474,625,112.0699997,4.934000015,1254.459961,4.993999958,16.64999962,0.741399765,0.898311198,72.5,1.282199144,1.860915065,629.4000244,113.2149963,4.94299984,1263.849976,5.006000042,17.34000015
7 06 2006,0.741289854,0.898472548,72.40000153,1.282149911,1.860811234,629.2000122,113.2099991,4.949999809,1263.609985,5.012000084,17.20999908,0.743218124,0.901225686,72.58000183,1.283697128,1.864002347,629.7999878,113.6750031,4.981999874,1272.469971,5.044000149,17.86000061,0.739480853,0.895816565,70.5,1.276698947,1.853808522,617.5,112.9100037,4.949999809,1255.77002,5.012000084,16.06999969,0.742390513,0.899280608,70.81999969,1.280196667,1.857217193,627.4000244,113.4300003,4.96999979,1256.150024,5.026000023,17.79999924
8 06 2006,0.742390513,0.899199724,70.86000061,1.280196667,1.857217193,627.5999756,113.4100037,4.947999954,1256.079956,5.004000187,17.92000008,0.746602952,0.900252044,70.90000153,1.28090167,1.857700229,627.5999756,114.6399994,4.96600008,1259.849976,5.015999794,20.75,0.740795612,0.88952142,69.05000305,1.263200521,1.838201523,608.5,113.3600006,4.900000095,1235.180054,4.952000141,17.87999916,0.742610991,0.891662955,70.34999847,1.264894128,1.843114138,609.0999756,113.9349976,4.940999985,1257.930054,4.992000103,18.35000038
9 06 2006,0.742500782,0.891662955,70.27999878,1.264894128,1.843385935,610,113.9400024,4.940999985,1257.930054,4.993000031,17.89999962,0.750525415,0.904895484,71.84999847,1.268102169,1.847711682,615.7999878,114.2799988,4.96999979,1262.579956,5.011000156,18.45000076,0.741784751,0.89150393,69.94999695,1.260604858,1.838066459,606.9000244,113.5999985,4.927000046,1250.030029,4.967000008,17.06999969,0.750525415,0.903424025,71.62999725,1.26409471,1.840705395,608.2000122,113.9599991,4.94299984,1252.300049,4.980999947,18.12000084
12 06 2006,0.748222947,0.903995693,71.59999847,1.261543036,1.839587808,606,114.1999969,4.956999779,1252.27002,4.994999886,18.12999916,0.749906242,0.912325561,72.31999969,1.264894128,1.846688032,610,114.4899979,4.967999935,1255.219971,5.002999783,21.25,0.742390513,0.903260767,70.19999695,1.257197499,1.838404179,606,113.9499969,4.947999954,1236.430054,4.980999947,17.88999939,0.742390513,0.909835339,70.36000061,1.258605719,1.841790318,606.7999878,114.3799973,4.953999996,1237.439941,4.986999989,20.95999908
13 06 2006,0.742721319,0.909752548,70.23999786,1.258700728,1.841586709,571.2000122,114.3899994,4.914000034,1236.079956,4.953000069,20.95000076,0.744989932,0.911577046,70.43000031,1.261193037,1.844303966,605.5999756,115.4100037,4.949999809,1243.369995,4.986999989,23.80999947,0.73708266,0.8974244,68.30000305,1.253399849,1.832206488,568,114.2600021,4.912000179,1222.52002,4.948999882,20.27000046,0.737626314,0.898149848,68.55999756,1.254594922,1.833785772,562.5,115.2399979,4.925000191,1223.689941,4.960999966,23.80999947
14 06 2006,0.737408757,0.898069143,68.44999695,1.254594922,1.833886623,555,115.2399979,4.936999798,1223.660034,4.971000195,23.45000076,0.740905404,0.902282774,69.5,1.26409471,1.850001931,571,115.3600006,5.034999847,1231.459961,5.061999798,23.48999977,0.734915853,0.895255148,68.09999847,1.254107237,1.833886623,555,114.4800034,4.934000015,1219.290039,4.968999863,21.45000076,0.737789571,0.898069143,69.13999939,1.260906935,1.844916463,562.2999878,114.8600006,5.026000023,1230.040039,5.050000191,21.45999908
15 06 2006,0.736974001,0.898230493,69.02999878,1.261002183,1.844746232,557.2999878,114.8649979,5.046999931,1230.01001,5.06799984,21.04999924,0.742997229,0.900252044,70.25,1.264894128,1.854186773,577,115.1299973,5.086999893,1258.640015,5.105999947,21.13999939,0.736702561,0.893974602,69,1.259303093,1.842604637,557.2999878,114.6500015,5.046999931,1230.01001,5.06799984,15.64999962,0.742610991,0.899928033,69.5,1.263998747,1.850001931,566.5,114.7149963,5.071000099,1256.160034,5.09800005,15.89999962
16 06 2006,0.742445648,0.900009036,69.58000183,1.263950825,1.851406097,566.5,114.7099991,5.046000004,1256.160034,5.076000214,16.55999947,0.744490802,0.900414169,70.44999695,1.267202258,1.855390906,574.7000122,115.1800003,5.104000092,1256.27002,5.131999969,18.12999916,0.737789571,0.888651848,68.80000305,1.262195945,1.847609282,572,114.5500031,5.046000004,1246.329956,5.073999882,16.52000046,0.739426255,0.888651848,69.87999725,1.264494181,1.848497272,578,115.1399994,5.09800005,1251.540039,5.127999783,17.25
19 06 2006,0.737517476,0.890551269,69.87000275,1.263807058,1.852092028,568.7999878,115.3499985,5.112999916,1251.540039,5.140999794,16.05999947,0.738879859,0.894054532,70.11000061,1.264398336,1.853087187,568.7999878,115.7399979,5.125999928,1255.930054,5.152999878,18.10000038,0.736214399,0.888572991,68.55000305,1.255650401,1.837289691,568.7999878,115.1500015,5.102000237,1237.170044,5.127999783,15.72999954,0.736485481,0.892538428,68.98000336,1.258004069,1.840908527,568.7999878,115.3799973,5.118000031,1240.130005,5.144999981,17.82999992
20 06 2006,0.736594021,0.892538428,69.01000214,1.258004069,1.841010332,571,115.3899994,5.104000092,1240.119995,5.125999928,17.52000046,0.740576208,0.89678055,69.88999939,1.261606812,1.845733523,571,115.5999985,5.139999866,1249.01001,5.166999817,17.64999962,0.736377001,0.889363229,68.55000305,1.254500508,1.83823514,568,114.5999985,5.104000092,1238.869995,5.125999928,16.38999939,0.737626314,0.894774556,68.94000244,1.258906722,1.843385935,576.9000244,114.9000015,5.132999897,1240.119995,5.157000065,16.69000053
21 06 2006,0.737626314,0.894694448,69.33999634,1.259001851,1.843487859,572,114.9100037,5.127999783,1240.089966,5.149000168,16.67000008,0.740521371,0.906125367,70.75,1.267796636,1.847097278,585,115.1900024,5.137000084,1257.959961,5.157000065,16.71999931,0.734484017,0.894694448,68.80000305,1.259001851,1.841315508,572,114.4199982,5.118999958,1240.089966,5.137000084,14.88000011,0.738606989,0.902853012,70.33000183,1.266095161,1.845086455,587.5,114.8349991,5.135000229,1252.199951,5.15500021,15.52000046
22 06 2006,0.739098251,0.902853012,70.83000183,1.266095161,1.844984412,588,114.8499985,5.147999763,1251.920044,5.169000149,15.94999981,0.741894782,0.903424025,71.19999695,1.267893195,1.846994996,588,116.2699966,5.183000088,1251.920044,5.203999996,16.65999985,0.732600749,0.89289695,70.05000305,1.255697727,1.826784253,587,114.6699982,5.144000053,1241.530029,5.166999817,15.56000042,0.733621836,0.894614398,70.83999634,1.258494854,1.828387499,582.2000122,116.0800018,5.181000233,1245.599976,5.197999954,15.88000011
23 06 2006,0.733783364,0.894614398,70.84999847,1.258399844,1.828387499,583.9000244,116.0500031,5.177000046,1245.589966,5.193999767,16.40999985,0.735294104,0.894774556,71.30000305,1.258795857,1.831401229,584,116.5800018,5.214000225,1253.130005,5.235000134,16.57999992,0.730833888,0.886446178,70.27999878,1.248595357,1.814059019,574,115.75,5.15500021,1241.430054,5.175000191,14.93999958,0.732010841,0.892777443,70.87000275,1.252395153,1.820498824,584.7999878,116.5400009,5.206999779,1244.5,5.228000164,15.89000034
26 06 2006,0.731314898,0.89150393,70.68000031,1.250906944,1.819604397,583,116.4300003,5.201000214,1244.5,5.223999977,16.54999924,0.733514309,0.894774556,71.90000153,1.259906054,1.824784279,584,116.5400009,5.222000122,1250.920044,5.244999886,16.61000061,0.729607463,0.889284074,70.40000153,1.250703573,1.816893458,580,116.0899963,5.197999954,1243.680054,5.217999935,15.48999977,0.732922852,0.890234172,71.80000305,1.258906722,1.823486567,584.7999878,116.2200012,5.21600008,1250.560059,5.238999844,15.61999989
27 06 2006,0.732976615,0.890392601,71.73999786,1.259192109,1.823586226,589,116.2200012,5.196000099,1250.550049,5.21999979,15.57999992,0.735294104,0.893495381,72.5,1.261893272,1.826383948,589,116.6849976,5.209000111,1253.369995,5.229000092,16.54999924,0.731689453,0.889205039,71.59999847,1.256707668,1.819207191,589,115.8700027,5.169000149,1238.939941,5.196000099,15.27000046,0.731796563,0.890630543,71.91999817,1.256897211,1.820896745,581.5999756,116.3199997,5.191999912,1239.199951,5.210000038,16.39999962
28 06 2006,0.731903672,0.89078927,71.91000366,1.257007837,1.821095586,585.5,116.3099976,5.191999912,1238.98999,5.208000183,16.02000046,0.732976615,0.892020881,72.76999664,1.258605719,1.824185014,586,116.4800034,5.229000092,1247.060059,5.244999886,17,0.727696121,0.887941778,71.59999847,1.252207041,1.815112591,580,116.0599976,5.190999985,1237.589966,5.205999851,15.77999973,0.729075491,0.890234172,72.19000244,1.254594922,1.817884326,578.2999878,116.4000015,5.227000237,1246,5.244999886,15.78999996
29 06 2006,0.729022384,0.890234172,72.19999695,1.254594922,1.817983627,586.5,116.4100037,5.212999821,1245.939941,5.235000134,15.27999973,0.740192473,0.901550651,73.55000305,1.266993523,1.829692125,586.5,116.6100006,5.263000011,1272.880005,5.244999886,15.30000019,0.727696121,0.889917195,72.15000153,1.252301097,1.809790969,586.5,114.8199997,5.153999805,1245.939941,5.183000088,12.93000031,0.739426255,0.901469409,73.51999664,1.26639986,1.828287244,586.5,115.1500015,5.15899992,1272.869995,5.199999809,13.02999973
30 06 2006,0.739316881,0.901388109,73.51000214,1.266303658,1.828187108,560.9000244,115.1500015,5.170000076,1272.859985,5.21999979,12.89999962,0.745212018,0.902527034,74.15000153,1.279492259,1.849796534,614.5,115.1900024,5.172999859,1276.300049,5.223999977,13.47000027,0.738825262,0.894614398,73.34999847,1.265999079,1.827685833,609,114.1800003,5.093999863,1270.199951,5.133999825,12.73999977,0.742776513,0.897102416,73.98000336,1.278298378,1.849009752,613.5,114.4899979,5.09800005,1270.199951,5.138000011,13.07999992
3 07 2006,0.743107677,0.894054532,,1.278903246,1.847609282,,114.3000031,5.111999989,1270.060059,5.15500021,13.28999996,0.745990276,0.901957214,,1.282100558,1.848804832,,114.9300003,5.130000114,1280.380005,5.172999859,13.51000023,0.741399765,0.894054532,,1.276503444,1.839114428,,114.0999985,5.103000164,1270.060059,5.149000168,12.77000046,0.742776513,0.899604142,,1.280098319,1.842400908,,114.75,5.109000206,1280.189941,5.151000023,13.05000019
4 07 2006,0.742886901,0.899442375,,1.280098319,1.842502952,,114.7399979,,,,,0.747104943,0.90473181,,1.282199144,1.847984791,,115.1600037,,,,,0.742500782,0.898876429,,1.278200269,1.842299104,,114.3899994,,,,,0.74382621,0.901957214,,1.279001355,1.844984412,,115.0950012,,,,
5 07 2006,0.744103014,0.902201355,73.94999695,1.279197693,1.845188737,631,115.0800018,5.150000095,1280.050049,5.191999912,13.92000008,0.747384131,0.905633032,75.40000153,1.283647537,1.848633885,631,115.7699966,5.198999882,1280.050049,5.241000175,14.77000046,0.740302026,0.897746682,73.37999725,1.271100283,1.833214045,631,114.5999985,5.143000126,1265.910034,5.181000233,13.85999966,0.741894782,0.899199724,75.19000244,1.273398638,1.835704565,627.2999878,115.5699997,5.18599987,1270.910034,5.227000237,14.14999962
6 07 2006,0.741894782,0.899280608,75.19999695,1.27335012,1.835603356,624,115.5699997,5.18200016,1270.579956,5.222000122,14.03999996,0.747216642,0.902282774,75.34999847,1.278298378,1.840197206,624,115.6650009,5.184000015,1278.319946,5.223999977,14.03999996,0.741179943,0.89678055,74.30000305,1.272297025,1.834189296,624,114.9000015,5.147999763,1270.579956,5.178999901,13.25,0.745712161,0.898876429,75.13999939,1.277595997,1.837492347,634.0999756,115.2600021,5.147999763,1274.079956,5.184999943,13.64999962
7 07 2006,0.745878994,0.89871484,75.01999664,1.277693987,1.837492347,634.2999878,115.25,5.147999763,1274.079956,5.177000046,13.89999962,0.752898693,0.902119994,75.77999878,1.285396576,1.8532933,634.2999878,115.2799988,5.150000095,1275.380005,5.183000088,14.44999981,0.745489776,0.897263288,73.84999847,1.276894569,1.835805535,634.2999878,113.8199997,5.092000008,1263.130005,5.119999886,13.43000031,0.751992762,0.899766028,74.08999634,1.282396555,1.851406097,632.7999878,113.9599991,5.098999977,1265.47998,5.131999969,13.97000027
10 07 2006,0.751484156,0.896941423,73.81999969,1.28090167,1.850001931,632.7999878,114,5.113999844,1265.459961,5.149000168,14.17000008,0.752785325,0.898553312,73.94999695,1.281394243,1.851886153,632.7999878,114.3099976,5.118999958,1274.060059,5.157000065,14.5,0.74632436,0.888099432,72.90000153,1.272604585,1.837492347,632.7999878,113.4499969,5.096000195,1264.459961,5.125999928,13.67000008,0.747384131,0.890630543,73.61000061,1.274502277,1.843114138,624.0999756,114.3000031,5.09800005,1267.339966,5.130000114,14.02000046
11 07 2006,0.747328341,0.890551269,73.51000214,1.274307489,1.842706442,632.7999878,114.3199997,5.090000153,1267.26001,5.119999886,14.31000042,0.753522694,0.891186178,74.59999847,1.277906299,1.847199559,632.7999878,114.5899963,5.093999863,1273.640015,5.124000072,14.68000031,0.746993303,0.881717563,73.33999634,1.271003366,1.837694764,632.7999878,113.9199982,5.053999901,1259.650024,5.080999851,13.10000038,0.752671957,0.883704484,74.16000366,1.276747823,1.845086455,641.2000122,114.3000031,5.072000027,1272.430054,5.099999905,13.14000034
12 07 2006,0.752445459,0.88354826,74.02999878,1.276894569,1.844984412,632.7999878,114.2699966,5.105999947,1272.390015,5.133999825,13.39000034,0.755572319,0.884329677,75.05000305,1.277742982,1.847711682,632.7999878,115.7099991,5.116000175,1273.310059,5.144999981,14.85000038,0.75142771,0.87765491,73.80000305,1.268246889,1.831703186,632.7999878,114.1699982,5.076000214,1257.290039,5.099999905,13.26000023,0.752785325,0.882612526,74.94999695,1.2711972,1.835098147,649.4000244,115.3099976,5.076000214,1258.599976,5.099999905,14.48999977
13 07 2006,0.752671957,0.882612526,74.98000336,1.271504283,1.835064411,652.9000244,115.3000031,5.06099987,1258.579956,5.085000038,15.17000008,0.756544113,0.885818005,76.84999847,1.272993445,1.846108437,652.9000244,115.4899979,5.080999851,1258.579956,5.110000134,17.82999992,0.751879692,0.881600976,74.91000366,1.267105937,1.833583951,652.9000244,115,5.038000107,1241.430054,5.071000099,15.17000008,0.753579497,0.883860707,76.69999695,1.269696116,1.84440589,652.9000244,115.3399963,5.038000107,1242.280029,5.071000099,17.79000092
14 07 2006,0.753522694,0.884016991,76.66999817,1.269792914,1.84440589,666.5999756,115.3399963,5.018000126,1242.290039,5.054999828,17.56999969,0.754773915,0.888494015,78.40000153,1.269792914,1.844610095,666.5999756,116.3799973,5.043000221,1242.699951,5.085000038,18.79000092,0.748615026,0.882924259,76.66999817,1.262993097,1.834290147,666.5999756,115.3300018,5.004000187,1228.449951,5.040999889,17.28000069,0.754489243,0.886053503,77.02999878,1.264398336,1.836513519,666.5999756,116.0800018,5.018000126,1236.199951,5.059000015,18.04999924
17 07 2006,0.753579497,0.886524796,77.25,1.263902903,1.838607073,675.0999756,116.25,5.031000137,1236.199951,5.065000057,18.72999954,0.753693104,0.887232721,77.73999786,1.26409471,1.838607073,677,117.2649994,5.06099987,1240.069946,5.09100008,18.76000023,0.747216642,0.879739583,75.19999695,1.251392126,1.818413377,675.0999756,116.1399994,5.025000095,1231.48999,5.059000015,17.75,0.747887194,0.880824447,75.30000305,1.251799464,1.819604397,650.5999756,117.0800018,5.035999775,1234.48999,5.068999767,18.63999939
18 07 2006,0.747887194,0.880746841,75.19999695,1.25189352,1.820001841,628.2999878,117.0800018,5.058000088,1234.47998,5.085000038,18.20000076,0.753125429,0.884251475,76.55000305,1.255697727,1.832441568,628.2999878,117.5599976,5.112999916,1239.859985,5.139999866,19.57999992,0.744768023,0.879352808,73.5,1.248548508,1.819008708,628.2999878,116.7099991,5.056000233,1224.540039,5.080999851,17.65999985,0.746993303,0.880824447,73.54000092,1.250203133,1.825583696,628.2999878,117.3300018,5.103000164,1236.859985,5.130000114,17.73999977
19 07 2006,0.746881783,0.880824447,73.90000153,1.250203133,1.825583696,641.5999756,117.3199997,5.117000103,1236.73999,5.139999866,17.62000084,0.75142771,0.883626401,74.11000061,1.260795593,1.84409976,641.5999756,117.8499985,5.157000065,1261.810059,5.178999901,17.62000084,0.740905404,0.877116024,71.65000153,1.246603012,1.823785901,641.5999756,116.6399994,5.015999794,1236.73999,5.051000118,14.47000027,0.750581741,0.88167876,72.66000366,1.259906054,1.84291029,641.5999756,116.8300018,5.020999908,1259.810059,5.059000015,15.55000019
20 07 2006,0.750412703,0.881834269,73,1.260001302,1.843012094,641.5999756,116.8199997,5.035999775,1259.810059,5.071000099,15.10000038,0.753125429,0.885347486,73.5,1.265294313,1.851886153,641.5999756,117.1100006,5.045000076,1262.560059,5.080999851,16.37000084,0.749288201,0.880902052,72.05000305,1.259192109,1.842095613,641.5999756,116.5650024,4.978000164,1249.130005,5.019999981,14.86999989,0.750581741,0.882534623,73.08000183,1.263296127,1.849283338,631.7000122,116.9599991,4.978000164,1249.130005,5.027999878,16.20999908
21 07 2006,0.750807106,0.882534623,74.06999969,1.263503671,1.849283338,631.7000122,116.9599991,4.960000038,1249.119995,5.015999794,16.22999954,0.755001903,0.887468994,75.19999695,1.270696402,1.860015154,631.7000122,117,4.998000145,1250.959961,5.052999973,17.55999947,0.749344349,0.87765491,73.90000153,1.263200521,1.847404361,631.7000122,115.8000031,4.946000099,1238.719971,5.006000042,16.22999954,0.75420469,0.879352808,74.43000031,1.270599604,1.858701468,619.5999756,116.1200027,4.988999844,1240.290039,5.045000076,17.39999962
24 07 2006,0.752105892,0.878811836,74.83000183,1.270696402,1.859911442,619.5999756,116.1999969,5.007999897,1240.25,5.059000015,17.07999992,0.755172908,0.879120827,75.19999695,1.270696402,1.859911442,619.5999756,116.9000015,5.007999897,1262.5,5.059000015,17.07999992,0.750581741,0.872905076,73.5,1.261399865,1.848702192,619.5999756,116.1900024,4.975999832,1240.25,5.027999878,14.89000034,0.753579497,0.875733495,75.05000305,1.262403131,1.849693894,612.7000122,116.75,4.993999958,1260.910034,5.044000149,14.97999954
25 07 2006,0.753522694,0.875810087,75.09999847,1.262243748,1.849557161,612.7000122,116.7399979,4.986999989,1260.910034,5.038000107,15.43999958,0.756601334,0.878966391,75.77999878,1.266993523,1.853602529,612.7000122,117.3799973,5.025000095,1272.390015,5.071000099,15.68000031,0.751992762,0.874661028,73.55000305,1.256707668,1.839215755,612.7000122,116.5400009,4.982999802,1257.189941,5.032000065,14.31000042,0.753522694,0.876962185,73.75,1.258399844,1.841010332,617.5999756,117.1500015,5.019000053,1268.880005,5.065000057,14.85000038
26 07 2006,0.753522694,0.876654685,73.80000305,1.258399844,1.841112018,621.5999756,117.1399994,5.03000021,1268.869995,5.074999809,15.03999996,0.76219511,0.882145405,74.80000305,1.272507548,1.855115533,621.5999756,117.1699982,5.03399992,1273.890015,5.080999851,15.21000004,0.752898693,0.875120342,73.51999664,1.256407619,1.83979094,621.5999756,116.1900024,4.967000008,1261.939941,5.021999836,14.09000015,0.760803461,0.880204141,73.94000244,1.271294236,1.854393005,621.5999756,116.3499985,4.985000134,1268.400024,5.035999775,14.61999989
